Coho,Chinook,Pink,Steelhead
297,198,,244
297,198,,244
297,198,,244
297,198,,244
297,198,,244
297,198,,244
297,198,,244
297,198,,244
297,198,,244
297,198,,244
297,198,,244
298,198,,244
298,198,,244
298,198,,245
298,198,,245
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,246
298,198,,247
298,198,,247
298,198,,247
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,248
298,198,,249
298,199,,249
298,199,,249
298,199,,249
298,199,,249
298,199,,249
298,199,,249
298,200,,249
298,200,,249
298,200,,249
298,200,,249
299,200,,249
299,200,,249
299,200,,249
299,200,,249
299,200,,249
299,200,,249
299,200,,250
299,200,,250
299,200,,250
299,200,,250
299,200,,250
299,200,,250
299,200,,250
299,200,,250
300,200,,250
300,200,,250
300,200,,250
300,200,,250
300,200,,250
300,200,,250
300,200,,250
300,200,,250
300,200,,254
300,200,,254
300,201,,254
300,201,,255
300,201,,255
300,201,,255
300,201,,255
300,201,,255
300,201,,255
300,201,,255
300,201,,255
300,201,,255
300,201,,255
300,202,,255
300,202,,255
300,202,,255
301,202,,255
301,202,,255
301,202,,255
301,202,,255
301,202,,255
301,202,,255
301,202,,255
301,202,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,203,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
301,204,,255
302,204,,255
302,205,,255
302,205,,256
302,205,,256
302,205,,256
302,205,,256
302,205,,256
302,205,,257
302,205,,257
302,205,,257
302,205,,257
302,205,,257
302,205,,257
302,205,,257
302,205,,257
302,205,,257
302,205,,257
302,205,,257
302,205,,257
302,205,,257
302,205,,257
302,205,,257
302,205,,257
302,205,,258
302,205,,260
302,205,,261
302,205,,262
302,205,,262
302,205,,262
302,205,,262
302,205,,262
302,206,,262
302,206,,262
302,206,,262
302,206,,262
302,207,,262
303,207,,262
303,207,,262
303,207,,262
303,207,,262
303,207,,263
303,207,,263
303,207,,263
303,207,,264
303,207,,264
303,208,,265
303,208,,265
303,208,,265
303,208,,265
303,208,,265
303,209,,265
303,209,,265
303,209,,265
303,209,,265
303,210,,265
303,210,,265
303,210,,265
303,210,,265
303,210,,265
303,210,,265
303,210,,265
303,210,,265
303,210,,265
303,210,,265
303,210,,265
303,210,,265
303,210,,265
303,210,,266
303,211,,266
303,211,,266
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,211,,267
303,212,,267
303,212,,267
303,212,,267
303,212,,267
303,212,,267
303,212,,267
303,212,,267
303,212,,268
303,213,,268
303,213,,268
304,213,,268
304,213,,269
304,213,,269
304,213,,269
304,213,,269
304,213,,269
304,213,,273
304,213,,273
304,213,,273
304,213,,273
304,213,,273
304,213,,273
304,213,,273
304,214,,273
304,214,,273
304,214,,273
304,215,,273
304,215,,273
304,215,,273
304,215,,273
304,215,,273
304,215,,273
304,215,,273
304,215,,273
304,215,,273
304,215,,273
304,215,,273
304,215,,273
304,215,,273
304,215,,273
304,215,,274
304,215,,275
304,215,,275
304,215,,275
304,215,,275
304,215,,275
304,215,,275
304,215,,275
304,215,,275
304,215,,275
304,215,,275
304,216,,275
304,216,,275
304,216,,275
304,217,,275
304,217,,275
304,217,,275
304,217,,275
304,217,,275
304,217,,275
304,217,,275
304,219,,275
304,219,,275
304,219,,275
304,220,,275
304,220,,275
304,220,,275
304,223,,275
304,223,,275
304,223,,275
304,223,,275
304,224,,275
304,224,,275
304,224,,275
304,224,,276
304,226,,277
304,226,,277
304,226,,277
304,226,,277
304,226,,277
305,227,,277
305,227,,277
305,227,,277
305,227,,283
305,227,,283
305,227,,283
305,227,,284
305,228,,284
305,228,,284
305,228,,284
305,228,,284
305,228,,284
305,228,,284
305,228,,284
305,228,,284
305,228,,284
305,228,,284
305,228,,284
305,228,,284
305,229,,284
305,229,,284
305,229,,284
305,229,,284
305,229,,284
305,230,,284
305,230,,284
305,230,,284
305,231,,284
305,231,,284
305,231,,284
305,231,,284
305,231,,284
305,231,,284
305,231,,284
305,231,,284
305,232,,284
305,232,,284
305,232,,284
305,233,,284
305,233,,284
305,233,,284
305,234,,284
305,234,,284
305,234,,284
305,234,,284
305,234,,284
305,234,,284
305,234,,284
305,234,,284
305,234,,284
305,234,,284
305,234,,284
305,234,,284
305,234,,284
305,234,,284
305,234,,284
305,235,,284
305,236,,284
305,236,,284
305,236,,284
305,236,,284
305,236,,284
305,236,,284
305,236,,284
305,236,,284
305,236,,284
305,237,,284
305,237,,284
305,237,,284
305,238,,284
305,238,,284
305,238,,284
305,238,,284
305,238,,284
305,238,,284
305,238,,284
305,238,,284
305,238,,284
305,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,238,,284
306,239,,284
306,239,,284
306,239,,284
306,239,,284
306,239,,284
306,239,,284
306,240,,284
306,240,,284
306,240,,286
306,240,,289
306,240,,290
306,240,,290
306,240,,290
306,240,,290
306,240,,290
306,240,,290
306,240,,290
306,240,,290
306,240,,292
306,240,,292
306,241,,292
306,241,,295
306,241,,295
306,241,,295
306,241,,296
306,241,,296
306,241,,296
307,241,,296
307,241,,296
307,241,,296
307,242,,296
307,242,,296
307,242,,296
307,242,,296
307,242,,296
307,242,,296
307,242,,296
307,242,,296
307,242,,298
307,242,,298
307,242,,298
307,243,,298
307,243,,298
307,243,,299
307,243,,299
307,243,,299
307,243,,299
308,243,,299
308,243,,300
308,243,,300
308,243,,300
308,243,,300
308,243,,300
308,243,,300
308,243,,300
308,243,,300
308,243,,302
308,243,,302
308,243,,302
308,243,,302
308,244,,302
308,244,,303
308,244,,303
308,244,,303
308,244,,303
308,244,,303
308,244,,303
308,244,,303
308,244,,303
308,244,,303
308,244,,303
308,244,,303
308,244,,303
308,244,,303
308,244,,303
308,244,,303
308,244,,303
308,245,,303
308,245,,303
308,245,,305
308,245,,306
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
308,245,,307
309,245,,307
309,245,,307
309,245,,307
309,245,,307
309,245,,307
309,245,,307
309,245,,308
309,245,,308
309,245,,308
309,245,,308
309,245,,308
309,245,,308
309,245,,308
309,245,,308
309,245,,308
309,245,,308
309,245,,310
309,245,,310
309,246,,310
309,246,,310
309,246,,310
309,246,,310
309,246,,310
309,246,,310
309,246,,310
309,246,,310
309,246,,310
309,246,,310
309,246,,310
309,246,,310
309,247,,310
309,247,,310
309,247,,310
309,247,,310
309,247,,310
309,247,,310
309,247,,314
309,247,,314
309,247,,314
309,248,,314
309,248,,314
309,248,,314
309,248,,314
309,248,,314
309,248,,314
309,248,,314
309,248,,314
309,248,,314
309,248,,314
309,248,,314
309,248,,314
309,248,,314
309,249,,314
309,249,,314
309,249,,314
309,249,,314
309,249,,314
309,249,,314
309,249,,314
309,250,,314
309,250,,314
309,250,,314
309,250,,314
309,250,,314
309,250,,314
309,250,,314
309,250,,314
309,250,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,314
309,251,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,319
309,252,,320
309,252,,320
309,252,,320
309,252,,320
309,252,,320
309,252,,320
309,252,,320
309,252,,320
309,252,,320
309,252,,320
309,253,,320
309,253,,321
309,253,,321
309,253,,321
309,253,,321
309,253,,321
309,253,,325
309,253,,325
309,253,,325
309,253,,325
309,253,,325
309,253,,325
309,253,,325
309,253,,325
309,253,,325
309,253,,326
309,253,,326
309,253,,326
309,253,,326
309,254,,327
309,254,,327
309,254,,327
310,254,,327
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,254,,328
310,255,,328
310,255,,328
310,255,,328
310,255,,328
310,255,,328
310,255,,328
310,255,,328
310,255,,328
310,255,,328
310,255,,328
310,255,,328
310,255,,328
310,255,,328
310,255,,328
310,255,,329
310,255,,329
310,255,,329
310,255,,329
310,255,,329
310,255,,332
310,255,,335
310,255,,336
310,255,,336
310,255,,336
310,255,,336
311,255,,336
311,255,,336
311,255,,336
311,255,,336
311,255,,336
312,255,,338
312,255,,338
312,255,,338
312,255,,338
312,255,,338
312,255,,338
312,255,,338
312,255,,339
312,255,,340
312,255,,340
312,255,,340
312,255,,340
312,255,,341
312,256,,342
312,256,,343
312,256,,343
312,256,,344
312,256,,344
313,256,,345
313,256,,345
313,256,,346
313,256,,346
313,256,,347
313,256,,347
313,256,,348
313,256,,348
313,256,,348
313,256,,349
313,256,,349
313,256,,349
313,256,,350
313,256,,350
313,256,,350
313,256,,351
313,256,,352
313,256,,352
313,256,,352
313,256,,352
313,256,,352
313,256,,353
313,256,,353
313,256,,353
313,256,,353
313,256,,353
313,256,,353
313,256,,353
313,256,,353
313,256,,354
313,256,,354
313,256,,355
313,256,,356
313,256,,356
313,256,,356
313,256,,356
313,256,,357
313,256,,357
313,257,,357
313,257,,357
313,257,,358
313,257,,358
313,257,,358
313,257,,358
313,257,,358
313,257,,360
313,257,,360
313,257,,360
313,257,,360
313,257,,360
313,257,,360
314,257,,362
314,257,,362
314,257,,362
314,257,,363
314,257,,363
314,257,,363
314,257,,363
314,257,,363
314,257,,363
314,257,,363
314,257,,363
314,257,,363
314,257,,363
314,257,,363
314,257,,363
314,257,,364
314,257,,364
314,257,,364
314,257,,364
314,257,,364
314,257,,365
314,257,,365
314,257,,365
314,257,,365
314,257,,365
314,257,,365
314,257,,365
314,257,,365
314,257,,365
314,257,,366
314,257,,366
314,257,,366
314,258,,366
314,258,,366
314,258,,
314,258,,
314,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
315,258,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
316,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,259,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,260,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
317,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
318,261,,
319,261,,
320,261,,
320,261,,
320,261,,
320,261,,
320,261,,
320,261,,
320,261,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
320,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,262,,
321,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,263,,
322,264,,
322,264,,
322,264,,
322,264,,
322,264,,
322,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
323,264,,
324,264,,
324,264,,
324,264,,
324,264,,
324,264,,
324,264,,
324,264,,
324,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,264,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
325,265,,
326,265,,
326,265,,
326,265,,
326,265,,
326,265,,
326,265,,
326,265,,
326,265,,
326,265,,
326,266,,
326,266,,
326,266,,
326,266,,
326,266,,
326,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
327,266,,
328,266,,
328,266,,
328,266,,
328,266,,
328,266,,
328,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,266,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
329,267,,
330,267,,
330,267,,
330,267,,
330,267,,
331,267,,
332,267,,
333,267,,
333,267,,
333,267,,
334,267,,
334,267,,
334,267,,
334,267,,
334,267,,
334,267,,
334,267,,
334,267,,
334,268,,
334,268,,
334,268,,
334,268,,
334,268,,
334,268,,
335,268,,
335,268,,
335,268,,
335,268,,
335,268,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
335,269,,
336,269,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
336,270,,
337,270,,
337,270,,
337,270,,
337,270,,
337,270,,
337,270,,
337,270,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
337,271,,
338,271,,
338,271,,
338,271,,
338,271,,
338,271,,
339,271,,
339,271,,
339,271,,
344,271,,
344,271,,
350,271,,
350,271,,
360,271,,
361,271,,
363,271,,
363,271,,
365,271,,
,271,,
,271,,
,271,,
,271,,
,271,,
,272,,
,272,,
,272,,
,272,,
,272,,
,272,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,273,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,274,,
,275,,
,275,,
,275,,
,275,,
,275,,
,275,,
,276,,
,276,,
,277,,
,277,,
,278,,
,278,,
,278,,
,278,,
,278,,
,278,,
,278,,
,278,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,279,,
,280,,
,282,,
,282,,
,283,,
,286,,
,286,,
,286,,
,286,,
,286,,
,297,,
,316,,
